rater,codebook,individual_questions,zpravodajske_hodnoty-negativita_majority_mean,zpravodajske_hodnoty-negativita_majority_ci_low,zpravodajske_hodnoty-negativita_majority_ci_high,zpravodajske_hodnoty-blizkost_majority_mean,zpravodajske_hodnoty-blizkost_majority_ci_low,zpravodajske_hodnoty-blizkost_majority_ci_high,zpravodajske_hodnoty-eliti_osoby_majority_mean,zpravodajske_hodnoty-eliti_osoby_majority_ci_low,zpravodajske_hodnoty-eliti_osoby_majority_ci_high,zpravodajske_hodnoty-personalizace_majority_mean,zpravodajske_hodnoty-personalizace_majority_ci_low,zpravodajske_hodnoty-personalizace_majority_ci_high,zpravodajske_hodnoty-dopad_majority_mean,zpravodajske_hodnoty-dopad_majority_ci_low,zpravodajske_hodnoty-dopad_majority_ci_high,temata_clanku-vnitrni_politicke_deni_majority_mean,temata_clanku-vnitrni_politicke_deni_majority_ci_low,temata_clanku-vnitrni_politicke_deni_majority_ci_high,temata_clanku-mezinarodni_politicke_reakce_majority_mean,temata_clanku-mezinarodni_politicke_reakce_majority_ci_low,temata_clanku-mezinarodni_politicke_reakce_majority_ci_high,temata_clanku-vojenske_operace_izraele_majority_mean,temata_clanku-vojenske_operace_izraele_majority_ci_low,temata_clanku-vojenske_operace_izraele_majority_ci_high,temata_clanku-teroristicke_operace_majority_mean,temata_clanku-teroristicke_operace_majority_ci_low,temata_clanku-teroristicke_operace_majority_ci_high,temata_clanku-dopad_na_izraelske_civilisty_majority_mean,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_low,temata_clanku-dopad_na_izraelske_civilisty_majority_ci_high,temata_clanku-dopad_na_palestinske_civilisty_majority_mean,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_low,temata_clanku-dopad_na_palestinske_civilisty_majority_ci_high,temata_clanku-humanitarni_pomoc_majority_mean,temata_clanku-humanitarni_pomoc_majority_ci_low,temata_clanku-humanitarni_pomoc_majority_ci_high,temata_clanku-globalni_reakce_verejnosti_majority_mean,temata_clanku-globalni_reakce_verejnosti_majority_ci_low,temata_clanku-globalni_reakce_verejnosti_majority_ci_high,temata_clanku-ekonomicke_dusledky_majority_mean,temata_clanku-ekonomicke_dusledky_majority_ci_low,temata_clanku-ekonomicke_dusledky_majority_ci_high,temata_clanku-historie_majority_mean,temata_clanku-historie_majority_ci_low,temata_clanku-historie_majority_ci_high,hlavni_tema_clanku_majority_mean,hlavni_tema_clanku_majority_ci_low,hlavni_tema_clanku_majority_ci_high,medialni_ramce-ramec_konfliktu_majority_mean,medialni_ramce-ramec_konfliktu_majority_ci_low,medialni_ramce-ramec_konfliktu_majority_ci_high,medialni_ramce-ramec_budovani_miru_majority_mean,medialni_ramce-ramec_budovani_miru_majority_ci_low,medialni_ramce-ramec_budovani_miru_majority_ci_high,medialni_ramce-humanitarni_ramec_majority_mean,medialni_ramce-humanitarni_ramec_majority_ci_low,medialni_ramce-humanitarni_ramec_majority_ci_high,medialni_ramce-historicko_kulturni_ramec_majority_mean,medialni_ramce-historicko_kulturni_ramec_majority_ci_low,medialni_ramce-historicko_kulturni_ramec_majority_ci_high,medialni_ramce-geopoliticky_ramec_majority_mean,medialni_ramce-geopoliticky_ramec_majority_ci_low,medialni_ramce-geopoliticky_ramec_majority_ci_high,medialni_ramce-lokalni_ramec_majority_mean,medialni_ramce-lokalni_ramec_majority_ci_low,medialni_ramce-lokalni_ramec_majority_ci_high,mluvci-politicti_predstavitele_izraele_majority_mean,mluvci-politicti_predstavitele_izraele_majority_ci_low,mluvci-politicti_predstavitele_izraele_majority_ci_high,mluvci-politicti_predstavitele_palestiny_majority_mean,mluvci-politicti_predstavitele_palestiny_majority_ci_low,mluvci-politicti_predstavitele_palestiny_majority_ci_high,mluvci-politici_z_blizkovychodnich_zemi_majority_mean,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_low,mluvci-politici_z_blizkovychodnich_zemi_majority_ci_high,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_mean,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_low,mluvci-politici_ze_ostatnich_svetovych_zemi_majority_ci_high,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_mean,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_low,mluvci-predstavitele_mezinarodnich_a_neziskovych_organizaci_majority_ci_high,mluvci-vojensti_predstavitele_izraele_majority_mean,mluvci-vojensti_predstavitele_izraele_majority_ci_low,mluvci-vojensti_predstavitele_izraele_majority_ci_high,mluvci-clenove_teroristickych_skupin_majority_mean,mluvci-clenove_teroristickych_skupin_majority_ci_low,mluvci-clenove_teroristickych_skupin_majority_ci_high,mluvci-nezavisli_experti_a_analytici_majority_mean,mluvci-nezavisli_experti_a_analytici_majority_ci_low,mluvci-nezavisli_experti_a_analytici_majority_ci_high,mluvci-media_a_novinari_majority_mean,mluvci-media_a_novinari_majority_ci_low,mluvci-media_a_novinari_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_mean,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_izraele_majority_ci_high,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_mean,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_low,mluvci-ociti_svedci_a_civiliste_z_palestiny_majority_ci_high,zpravodajske_hodnoty_majority_mean,zpravodajske_hodnoty_majority_ci_low,zpravodajske_hodnoty_majority_ci_high,temata_clanku_majority_mean,temata_clanku_majority_ci_low,temata_clanku_majority_ci_high,medialni_ramce_majority_mean,medialni_ramce_majority_ci_low,medialni_ramce_majority_ci_high,mluvci_majority_mean,mluvci_majority_ci_low,mluvci_majority_ci_high,overall_majority_mean,overall_majority_ci_low,overall_majority_ci_high
nvidia-nemotron-3-ultra-550b-a55b,kveten,false,0.8495,0.78,0.91,0.8505,0.78,0.92,0.7497,0.66,0.83,0.7806,0.7,0.86,0.6911,0.6,0.78,0.7698,0.6898,0.85,0.8603,0.79,0.92,0.7494,0.66,0.83,0.6396,0.55,0.73,0.7695,0.69,0.85,0.8893,0.82,0.94,0.9002,0.84,0.95,0.9401,0.89,0.98,0.9303,0.88,0.98,0.5289,0.43,0.63,0.7104,0.62,0.8,0.9002,0.84,0.95,0.9,0.84,0.96,0.7494,0.66,0.83,0.7296,0.64,0.81,0.8006,0.72,0.87,0.5793,0.48,0.68,0.9494,0.9,0.9899,0.9497,0.9,0.9899,0.9295,0.8788,0.9796,0.8785,0.81,0.9394,0.8783,0.81,0.9388,0.9094,0.8485,0.96,0.8592,0.79,0.92,0.909,0.8485,0.96,0.8387,0.76,0.9091,0.9596,0.9192,0.99,0.9798,0.9495,1.0,0.7842,0.748,0.818,0.7981,0.771,0.825,0.7768,0.7433,0.8083,0.9128,0.8962,0.9293,0.8274,0.8124,0.8427
nvidia-nemotron-3-ultra-550b-a55b,kveten,true,0.8304,0.75,0.9,0.8794,0.81,0.94,0.698,0.61,0.79,0.8495,0.78,0.92,0.6693,0.58,0.76,0.7676,0.68,0.8485,0.8691,0.798,0.93,0.8078,0.7273,0.88,0.7576,0.6735,0.8384,0.7668,0.68,0.8485,0.8591,0.7879,0.92,0.8986,0.8367,0.95,0.9696,0.9293,1.0,0.9595,0.9192,0.99,0.6553,0.56,0.7475,0.7296,0.64,0.81,0.9083,0.85,0.96,0.8598,0.79,0.92,0.7092,0.62,0.8,0.8005,0.72,0.8702,0.7704,0.69,0.85,0.5994,0.5,0.7,0.8604,0.79,0.92,0.8797,0.81,0.94,0.9203,0.86,0.97,0.8702,0.8,0.93,0.8897,0.83,0.95,0.8499,0.78,0.92,0.7585,0.67,0.84,0.9399,0.89,0.98,0.8602,0.79,0.92,0.9496,0.9,0.99,0.9603,0.92,0.99,0.786,0.75,0.82,0.8312,0.807,0.855,0.7749,0.7417,0.8067,0.8855,0.8655,0.9045,0.8292,0.8158,0.8421
nvidia-nemotron-3-ultra-550b-a55b,srpen,false,0.8195,0.74,0.89,0.9501,0.9,0.99,0.7896,0.71,0.87,0.7691,0.68,0.85,0.7301,0.64,0.82,0.7201,0.63,0.81,0.8596,0.79,0.92,0.7896,0.71,0.87,0.7498,0.66,0.83,0.7697,0.68,0.85,0.8603,0.79,0.92,0.8894,0.82,0.95,0.9507,0.9,0.99,0.9197,0.86,0.97,0.8297,0.75,0.9,0.7593,0.67,0.84,0.9,0.84,0.95,0.9001,0.84,0.96,0.7309,0.64,0.81,0.8504,0.78,0.92,0.7887,0.71,0.87,0.741,0.65,0.83,0.9393,0.8889,0.98,0.9193,0.86,0.9697,0.9495,0.9072,0.9898,0.8886,0.8247,0.949,0.849,0.7778,0.9184,0.8881,0.82,0.949,0.8988,0.8384,0.95,0.8993,0.835,0.9592,0.8179,0.74,0.89,0.9695,0.93,1.0,0.9595,0.9184,0.99,0.8127,0.78,0.846,0.8337,0.809,0.859,0.8182,0.7817,0.8517,0.9073,0.8909,0.9231,0.8501,0.8361,0.8642
nvidia-nemotron-3-ultra-550b-a55b,srpen,true,0.8191,0.74,0.89,0.9403,0.89,0.98,0.8308,0.76,0.9,0.8116,0.73,0.89,0.6908,0.6,0.78,0.8073,0.7273,0.88,0.8584,0.7879,0.92,0.8278,0.75,0.899,0.7574,0.67,0.8384,0.7579,0.67,0.8384,0.8991,0.8384,0.95,0.9186,0.8586,0.9697,0.9798,0.9495,1.0,0.9694,0.9293,1.0,0.8795,0.81,0.94,0.7601,0.67,0.84,0.8893,0.83,0.95,0.8703,0.8,0.93,0.7397,0.65,0.82,0.7303,0.64,0.82,0.8107,0.73,0.88,0.5906,0.49,0.69,0.8598,0.7879,0.92,0.8496,0.7755,0.9192,0.9493,0.9,0.9899,0.8782,0.8081,0.9394,0.8688,0.8,0.93,0.8684,0.798,0.93,0.8683,0.798,0.93,0.9599,0.9184,0.99,0.8183,0.74,0.8889,0.9493,0.9,0.9899,0.9595,0.9184,0.99,0.8181,0.78,0.854,0.8659,0.8437,0.887,0.7718,0.7367,0.805,0.8936,0.877,0.91,0.8473,0.8335,0.8603
openai-gpt-5.4-mini,kveten,false,0.8214,0.74,0.89,0.93,0.88,0.98,0.6807,0.59,0.77,0.8311,0.76,0.9,0.7296,0.64,0.81,0.8397,0.77,0.91,0.8701,0.8,0.93,0.79,0.71,0.87,0.72,0.63,0.8,0.7596,0.67,0.84,0.87,0.8,0.93,0.9006,0.84,0.96,0.9598,0.92,0.99,0.9702,0.93,1.0,0.5301,0.43,0.63,0.75,0.66,0.83,0.91,0.85,0.96,0.9102,0.85,0.96,0.7901,0.71,0.87,0.681,0.59,0.77,0.8103,0.73,0.88,0.6502,0.56,0.74,0.919,0.86,0.9697,0.8891,0.82,0.949,0.9491,0.9,0.9898,0.9287,0.8763,0.97,0.8479,0.7755,0.9184,0.97,0.93,1.0,0.8377,0.7653,0.9091,0.9299,0.8775,0.9794,0.7581,0.6701,0.84,0.97,0.93,1.0,0.98,0.9495,1.0,0.7982,0.762,0.834,0.8213,0.797,0.845,0.792,0.7567,0.825,0.907,0.8907,0.9222,0.8387,0.8254,0.8519
openai-gpt-5.4-mini,kveten,true,0.8101,0.73,0.88,0.9104,0.85,0.96,0.6595,0.56,0.75,0.8112,0.74,0.89,0.7007,0.61,0.79,0.8185,0.74,0.8889,0.8683,0.8,0.93,0.8176,0.74,0.8889,0.7981,0.7172,0.875,0.8394,0.7653,0.9091,0.8987,0.8367,0.95,0.9091,0.8485,0.96,0.9493,0.9,0.9899,0.9696,0.93,1.0,0.6671,0.5758,0.7653,0.7497,0.66,0.83,0.9201,0.86,0.97,0.8902,0.83,0.95,0.7605,0.68,0.84,0.8398,0.77,0.91,0.7904,0.71,0.87,0.6999,0.61,0.79,0.9305,0.88,0.98,0.8803,0.81,0.94,0.9698,0.93,1.0,0.9505,0.9,0.99,0.8703,0.8,0.93,0.9203,0.86,0.97,0.8204,0.74,0.89,0.9196,0.86,0.97,0.7298,0.64,0.81,0.9698,0.93,1.0,0.9603,0.92,0.99,0.7778,0.742,0.812,0.8534,0.8303,0.8758,0.8168,0.785,0.8483,0.9017,0.8855,0.9173,0.8483,0.8358,0.861
openai-gpt-5.4-mini,srpen,false,0.8101,0.73,0.89,0.9404,0.89,0.98,0.7496,0.66,0.83,0.8003,0.72,0.87,0.7301,0.64,0.81,0.7696,0.69,0.85,0.8807,0.81,0.94,0.8007,0.72,0.88,0.7793,0.69,0.86,0.8086,0.73,0.88,0.8701,0.8,0.93,0.9203,0.86,0.97,0.9595,0.92,0.99,0.9798,0.95,1.0,0.8996,0.84,0.95,0.7096,0.62,0.8,0.9299,0.88,0.97,0.8899,0.82,0.95,0.7594,0.67,0.84,0.8896,0.82,0.95,0.8009,0.72,0.88,0.6901,0.6,0.78,0.8986,0.8367,0.9583,0.9082,0.8469,0.9596,0.9594,0.9184,0.99,0.959,0.9175,0.9899,0.8272,0.75,0.898,0.9179,0.8586,0.9694,0.8977,0.8333,0.9583,0.8878,0.8229,0.9485,0.8258,0.7475,0.899,0.9591,0.9175,0.99,0.9899,0.9691,1.0,0.8059,0.772,0.84,0.867,0.846,0.887,0.827,0.7933,0.8583,0.9118,0.8942,0.9278,0.8606,0.8469,0.8739
openai-gpt-5.4-mini,srpen,true,0.8103,0.73,0.88,0.9299,0.88,0.98,0.75,0.66,0.83,0.7399,0.66,0.82,0.7194,0.63,0.81,0.7603,0.68,0.84,0.8311,0.7598,0.9,0.81,0.73,0.88,0.8198,0.74,0.89,0.7992,0.72,0.87,0.8695,0.8,0.93,0.94,0.89,0.98,0.98,0.95,1.0,0.97,0.93,1.0,0.9597,0.92,0.99,0.7499,0.66,0.83,0.8902,0.83,0.95,0.9006,0.84,0.95,0.7904,0.71,0.87,0.8504,0.78,0.92,0.7901,0.71,0.87,0.6496,0.55,0.74,0.8787,0.81,0.9394,0.8692,0.8,0.93,0.9399,0.8889,0.98,0.9189,0.86,0.9697,0.8285,0.75,0.899,0.9095,0.8485,0.96,0.8678,0.798,0.9293,0.9594,0.9184,0.99,0.7567,0.6667,0.8384,0.949,0.9,0.9899,0.9587,0.9184,0.99,0.7905,0.754,0.826,0.874,0.851,0.896,0.8117,0.78,0.8417,0.8941,0.876,0.9119,0.853,0.8395,0.8663
openai-gpt-5.4-nano,kveten,false,0.8098,0.73,0.89,0.9297,0.88,0.97,0.7214,0.63,0.81,0.8302,0.75,0.9,0.7095,0.62,0.79,0.7696,0.68,0.85,0.8409,0.77,0.91,0.8101,0.73,0.88,0.7698,0.69,0.85,0.8389,0.76,0.91,0.9091,0.85,0.96,0.8898,0.83,0.95,0.9199,0.86,0.97,0.9601,0.92,0.99,0.7596,0.67,0.84,0.7106,0.62,0.8,0.9006,0.84,0.96,0.8698,0.8,0.93,0.6004,0.5,0.69,0.7801,0.7,0.86,0.7912,0.71,0.87,0.63,0.53,0.72,0.8806,0.81,0.94,0.9093,0.85,0.96,0.9305,0.88,0.9702,0.8805,0.82,0.94,0.8607,0.79,0.92,0.8907,0.83,0.95,0.7905,0.7,0.87,0.9198,0.86,0.97,0.67,0.57,0.76,0.97,0.93,1.0,0.94,0.89,0.98,0.8003,0.764,0.834,0.8469,0.822,0.871,0.7615,0.7267,0.795,0.8763,0.8555,0.8964,0.8301,0.8164,0.8439
openai-gpt-5.4-nano,kveten,true,0.8093,0.73,0.89,0.8994,0.84,0.95,0.6694,0.57,0.76,0.8702,0.8,0.93,0.6998,0.61,0.79,0.7698,0.68,0.85,0.829,0.75,0.9,0.8302,0.75,0.9,0.7791,0.69,0.86,0.7994,0.72,0.88,0.8804,0.81,0.94,0.8904,0.83,0.95,0.9211,0.86,0.97,0.9697,0.93,1.0,0.7606,0.68,0.84,0.7302,0.64,0.82,0.9005,0.84,0.95,0.8406,0.77,0.91,0.6601,0.57,0.75,0.8603,0.79,0.92,0.7699,0.69,0.85,0.6603,0.57,0.75,0.8997,0.84,0.96,0.8899,0.8298,0.95,0.9702,0.93,1.0,0.9099,0.85,0.96,0.89,0.83,0.95,0.9104,0.85,0.96,0.7506,0.66,0.83,0.8901,0.82,0.95,0.6298,0.54,0.72,0.9604,0.92,0.99,0.9404,0.89,0.98,0.7899,0.756,0.824,0.843,0.817,0.869,0.7818,0.7483,0.815,0.8762,0.8564,0.8955,0.8316,0.8176,0.8455
openai-gpt-5.4-nano,srpen,false,0.8105,0.73,0.89,0.95,0.9,0.99,0.8303,0.75,0.9,0.8497,0.78,0.92,0.7386,0.65,0.82,0.6903,0.6,0.78,0.88,0.81,0.94,0.8201,0.74,0.89,0.7295,0.64,0.81,0.7702,0.68,0.85,0.8799,0.81,0.94,0.9107,0.85,0.96,0.9299,0.88,0.98,0.9798,0.95,1.0,0.95,0.9,0.99,0.6904,0.6,0.78,0.9097,0.85,0.96,0.9196,0.86,0.97,0.7804,0.7,0.86,0.92,0.86,0.97,0.7186,0.63,0.81,0.6603,0.57,0.75,0.8996,0.84,0.95,0.8998,0.83,0.95,0.9497,0.9,0.99,0.92,0.86,0.97,0.9099,0.85,0.96,0.8995,0.84,0.95,0.8401,0.76,0.91,0.8997,0.84,0.96,0.4992,0.4,0.6,0.9402,0.89,0.98,0.9301,0.88,0.98,0.836,0.802,0.868,0.8538,0.83,0.877,0.8183,0.7867,0.85,0.8718,0.8536,0.89,0.8457,0.8333,0.8582
openai-gpt-5.4-nano,srpen,true,0.8103,0.73,0.88,0.94,0.89,0.98,0.7797,0.7,0.86,0.8607,0.79,0.92,0.7302,0.64,0.81,0.7292,0.64,0.81,0.8095,0.73,0.88,0.8609,0.79,0.92,0.8097,0.73,0.88,0.8606,0.79,0.92,0.9398,0.89,0.98,0.9296,0.88,0.98,0.92,0.86,0.97,0.9703,0.93,1.0,0.93,0.88,0.98,0.6993,0.61,0.79,0.9598,0.92,0.99,0.87,0.8,0.93,0.6188,0.52,0.71,0.8393,0.76,0.91,0.7702,0.68,0.85,0.6605,0.57,0.75,0.9001,0.84,0.95,0.8799,0.81,0.94,0.97,0.93,1.0,0.9202,0.86,0.97,0.8907,0.83,0.95,0.8801,0.81,0.94,0.8197,0.74,0.89,0.9097,0.85,0.96,0.5992,0.5,0.7,0.9498,0.9,0.99,0.9097,0.85,0.96,0.8239,0.788,0.858,0.8762,0.855,0.897,0.7871,0.755,0.8183,0.8754,0.8573,0.8936,0.8463,0.8342,0.8579
openai-gpt-5.5,kveten,false,0.81,0.73,0.89,0.9301,0.88,0.98,0.7093,0.62,0.8,0.869,0.8,0.93,0.721,0.63,0.81,0.8596,0.79,0.92,0.8899,0.83,0.95,0.8093,0.73,0.88,0.8195,0.74,0.89,0.7899,0.71,0.87,0.8601,0.79,0.93,0.8907,0.83,0.95,0.9795,0.95,1.0,0.9699,0.93,1.0,0.7298,0.64,0.81,0.7905,0.71,0.87,0.9101,0.85,0.96,0.8604,0.79,0.92,0.7202,0.63,0.81,0.8598,0.79,0.92,0.8494,0.77,0.92,0.8194,0.74,0.89,0.8898,0.82,0.95,0.87,0.8,0.93,0.9501,0.9,0.99,0.9193,0.86,0.97,0.8599,0.79,0.92,0.9302,0.88,0.97,0.7904,0.71,0.87,0.92,0.86,0.97,0.89,0.82,0.95,0.9699,0.93,1.0,0.9801,0.95,1.0,0.8079,0.772,0.84,0.8603,0.837,0.883,0.8369,0.805,0.8683,0.9064,0.8882,0.9246,0.8612,0.8482,0.8742
openai-gpt-5.5,kveten,true,0.8096,0.73,0.88,0.9602,0.92,0.99,0.661,0.57,0.75,0.8889,0.83,0.95,0.6895,0.6,0.78,0.8399,0.76,0.91,0.8691,0.8,0.93,0.8201,0.74,0.89,0.8004,0.72,0.8702,0.8099,0.73,0.88,0.8593,0.79,0.92,0.8704,0.8,0.93,0.97,0.93,1.0,0.9601,0.92,0.99,0.7292,0.64,0.81,0.8193,0.74,0.89,0.9397,0.8889,0.98,0.9091,0.8485,0.96,0.7476,0.66,0.83,0.8788,0.81,0.9394,0.8484,0.7755,0.9184,0.7877,0.7071,0.8673,0.8998,0.84,0.95,0.8497,0.78,0.92,0.9598,0.92,0.99,0.9203,0.86,0.97,0.8492,0.78,0.91,0.91,0.85,0.96,0.8197,0.74,0.89,0.9205,0.86,0.97,0.8299,0.75,0.9,0.9694,0.93,1.0,0.9801,0.95,1.0,0.8017,0.768,0.836,0.853,0.829,0.876,0.852,0.8197,0.8833,0.9011,0.8827,0.9191,0.8599,0.8458,0.8729
openai-gpt-5.5,srpen,false,0.8109,0.73,0.88,0.9091,0.85,0.96,0.7996,0.72,0.87,0.8897,0.82,0.95,0.7095,0.62,0.8,0.8509,0.78,0.92,0.8703,0.8,0.93,0.799,0.72,0.87,0.7692,0.69,0.85,0.8101,0.73,0.88,0.8505,0.78,0.92,0.91,0.85,0.96,0.9801,0.95,1.0,0.9703,0.93,1.0,0.8311,0.76,0.9,0.7797,0.7,0.86,0.9295,0.88,0.97,0.8606,0.79,0.93,0.7199,0.63,0.8,0.9199,0.86,0.97,0.85,0.78,0.92,0.7901,0.71,0.87,0.8875,0.8229,0.9479,0.8572,0.7835,0.9192,0.9699,0.93,1.0,0.928,0.87,0.9792,0.8472,0.7732,0.9175,0.897,0.8333,0.9495,0.8464,0.77,0.9175,0.9288,0.875,0.979,0.8475,0.7732,0.9175,0.9692,0.9293,1.0,0.969,0.9293,1.0,0.8239,0.788,0.858,0.8639,0.841,0.887,0.8448,0.8133,0.875,0.9043,0.8864,0.9212,0.8653,0.8523,0.8782
openai-gpt-5.5,srpen,true,0.8107,0.73,0.88,0.9298,0.88,0.97,0.7702,0.68,0.85,0.8799,0.81,0.94,0.7208,0.63,0.81,0.8787,0.81,0.9394,0.8589,0.7879,0.92,0.8298,0.7551,0.899,0.7779,0.6969,0.8586,0.7874,0.701,0.8673,0.8381,0.76,0.9091,0.9087,0.8485,0.96,0.9796,0.9495,1.0,0.9695,0.93,1.0,0.8586,0.7879,0.92,0.791,0.71,0.87,0.9297,0.87,0.97,0.8796,0.81,0.94,0.7694,0.69,0.85,0.8802,0.81,0.94,0.8297,0.75,0.9,0.7299,0.64,0.82,0.8691,0.8,0.93,0.859,0.7879,0.9202,0.9597,0.9192,0.99,0.8991,0.8367,0.95,0.8484,0.7732,0.9184,0.8993,0.8384,0.95,0.8283,0.75,0.899,0.9194,0.86,0.9697,0.8379,0.76,0.9091,0.9694,0.9293,1.0,0.9701,0.93,1.0,0.8221,0.788,0.854,0.8685,0.8434,0.8909,0.8365,0.8017,0.8683,0.8961,0.8782,0.9137,0.8627,0.8492,0.8761
openai-gpt-oss-120b,kveten,false,0.8101,0.73,0.88,0.9205,0.86,0.97,0.7295,0.64,0.81,0.7501,0.66,0.83,0.7297,0.64,0.81,0.8005,0.72,0.88,0.8305,0.75,0.9,0.7889,0.71,0.86,0.6998,0.61,0.79,0.7596,0.67,0.84,0.8904,0.83,0.95,0.8999,0.84,0.96,0.8898,0.82,0.95,0.9599,0.92,0.99,0.6703,0.58,0.76,0.6895,0.6,0.78,0.9103,0.85,0.96,0.8613,0.79,0.92,0.6896,0.6,0.78,0.69,0.6,0.78,0.7993,0.72,0.88,0.6095,0.51,0.71,0.8899,0.82,0.95,0.9201,0.86,0.97,0.9301,0.88,0.97,0.9098,0.85,0.96,0.8503,0.78,0.92,0.98,0.95,1.0,0.9599,0.92,0.99,0.9205,0.86,0.97,0.6109,0.51,0.71,0.9802,0.95,1.0,0.9898,0.97,1.0,0.788,0.754,0.822,0.8191,0.793,0.844,0.7596,0.7267,0.7917,0.9036,0.8873,0.9191,0.8277,0.8142,0.8409
openai-gpt-oss-120b,kveten,true,0.8201,0.74,0.89,0.9102,0.85,0.96,0.6208,0.52,0.72,0.7597,0.68,0.84,0.6802,0.59,0.77,0.8107,0.73,0.88,0.859,0.79,0.92,0.8006,0.72,0.87,0.7203,0.63,0.81,0.8097,0.73,0.88,0.9002,0.84,0.9502,0.8702,0.8,0.93,0.9301,0.88,0.9702,0.9501,0.91,0.99,0.6598,0.56,0.75,0.6808,0.59,0.77,0.9203,0.86,0.97,0.8495,0.78,0.9102,0.6896,0.6,0.78,0.7302,0.64,0.81,0.7998,0.72,0.88,0.5897,0.49,0.68,0.9003,0.84,0.95,0.8702,0.8,0.93,0.9501,0.9,0.99,0.9001,0.84,0.96,0.8901,0.82,0.95,0.9495,0.9,0.99,0.8602,0.79,0.93,0.9202,0.86,0.97,0.7007,0.61,0.79,0.9499,0.9,0.99,0.9606,0.92,0.99,0.7577,0.718,0.796,0.8313,0.806,0.856,0.7633,0.7283,0.7967,0.8956,0.8791,0.9118,0.8245,0.8115,0.8376
openai-gpt-oss-120b,srpen,false,0.8107,0.73,0.8802,0.9497,0.9,0.99,0.7898,0.71,0.87,0.7502,0.66,0.83,0.7191,0.63,0.81,0.7387,0.65,0.82,0.8198,0.74,0.89,0.8288,0.75,0.9,0.7196,0.63,0.81,0.8198,0.74,0.89,0.9004,0.84,0.96,0.9004,0.84,0.95,0.9002,0.84,0.96,0.9803,0.95,1.0,0.8909,0.8298,0.95,0.5807,0.48,0.67,0.9198,0.86,0.97,0.8988,0.84,0.95,0.7201,0.63,0.81,0.8796,0.81,0.94,0.7291,0.64,0.81,0.5505,0.45,0.65,0.9296,0.88,0.98,0.9398,0.89,0.98,0.9505,0.9,0.99,0.9094,0.85,0.96,0.8899,0.83,0.94,0.9599,0.92,0.99,0.9399,0.89,0.98,0.8999,0.84,0.95,0.4691,0.37,0.57,0.9702,0.93,1.0,0.97,0.93,1.0,0.8039,0.77,0.838,0.8499,0.827,0.872,0.7835,0.7533,0.8117,0.8936,0.8782,0.9082,0.8373,0.8252,0.8497
openai-gpt-oss-120b,srpen,true,0.81,0.73,0.88,0.9401,0.89,0.98,0.7798,0.7,0.86,0.7704,0.69,0.85,0.7194,0.63,0.81,0.7197,0.63,0.8,0.8603,0.79,0.92,0.8101,0.73,0.88,0.7602,0.67,0.84,0.8295,0.75,0.9,0.9196,0.86,0.97,0.8994,0.84,0.95,0.9302,0.87,0.98,0.9704,0.93,1.0,0.9306,0.88,0.98,0.6704,0.58,0.76,0.9102,0.85,0.96,0.8293,0.75,0.9,0.6991,0.61,0.79,0.8599,0.79,0.92,0.7395,0.65,0.83,0.5104,0.41,0.61,0.831,0.75,0.9,0.8897,0.82,0.95,0.9602,0.92,0.99,0.9501,0.9,0.99,0.8697,0.8,0.93,0.9204,0.86,0.97,0.91,0.85,0.96,0.8992,0.84,0.96,0.6593,0.57,0.75,0.9502,0.9,0.99,0.9506,0.9,0.99,0.804,0.77,0.836,0.8629,0.844,0.882,0.7587,0.7233,0.7917,0.89,0.8745,0.9055,0.8383,0.8267,0.85
openai-gpt-oss-20b,kveten,false,0.8098,0.73,0.88,0.8897,0.83,0.95,0.7796,0.7,0.86,0.819,0.74,0.89,0.6988,0.61,0.79,0.7387,0.65,0.82,0.8894,0.82,0.95,0.8006,0.72,0.87,0.6808,0.59,0.77,0.6707,0.58,0.76,0.8905,0.82,0.95,0.8903,0.82,0.95,0.8689,0.8,0.93,0.9598,0.92,0.99,0.7506,0.66,0.83,0.6496,0.55,0.74,0.9272,0.87,0.9697,0.8541,0.7812,0.9184,0.6665,0.5729,0.7604,0.8428,0.7634,0.9158,0.7491,0.6596,0.8333,0.6146,0.5158,0.71,0.9004,0.84,0.95,0.8998,0.84,0.96,0.9601,0.92,0.99,0.8897,0.83,0.95,0.88,0.81,0.94,0.9401,0.89,0.98,0.9097,0.85,0.96,0.9201,0.86,0.97,0.5896,0.49,0.68,0.9703,0.93,1.0,0.9601,0.92,0.99,0.8,0.764,0.836,0.8136,0.786,0.841,0.7765,0.7407,0.8103,0.893,0.8736,0.9118,0.8261,0.8106,0.8416
