file,prompt_key,rating,rater_0.csv,rater_1.csv,rater_2.csv,model,majority,maj_agreement_with_model,worst_case
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,odstavce,single_choice,2,2,2,1,2,False,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,personalizace,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,podpora,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,pozadavky,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,rady,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,reakce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,senzacnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,soukromy_zivot,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,validace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.10._Hokejka_z_Nagana_pomohla_dětem.txt,vzdelavani,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,dopad,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,emoce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,hard_news,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,informace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,kontext,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,lokalni_dopad,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,odstavce,single_choice,9,9,9,3,9,False,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,personalizace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,podpora,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,pozadavky,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,rady,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,reakce,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,senzacnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,soukromy_zivot,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,validace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.100._Vyšší_mzdy_ve_Škodě_ohrozí_její_rozvoj.txt,vzdelavani,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.101._Unimex_Group_loni_vydělal_téměř_miliardu.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.11._Dva_muži_napadli_policejní_hlídku.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.12._Zneužila_Transparency_International_dotaci?.txt,kriterium,single_choice,krátký,krátký,krátký,vyhovující,krátký,False,--WORST-CASE
1.13._Takto_žáky_zkoušet_nechceme.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,dopad,single_choice,Ne,Ano,Ne,Ano,Ne,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,emoce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,hard_news,single_choice,Ano,Ne,,Ne,Ano,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,informace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,kontext,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,lokalni_dopad,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,odstavce,single_choice,13,13,13,3,13,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,personalizace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,podpora,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,politicka_zprava,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,pozadavky,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,rady,single_choice,Ano,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,reakce,single_choice,Ne,Ano,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,senzacnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,soukromy_zivot,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,validace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.14._Velikonoce_budou_slunečné.txt,vzdelavani,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,citace_a_parafraze,single_choice,Ano,Ano,,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,dopad,single_choice,Ano,Ne,Ano,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,emoce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,fakta_a_nazory,single_choice,Ano,Ano,,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,funkce,single_choice,aktuálních fakta a události,interpretace,,aktuálních fakta a události,aktuálních fakta a události,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,hard_news,single_choice,Ne,Ano,Ne,Ano,Ne,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,informace,single_choice,Ano,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,konflikt,single_choice,Ne,Ano,,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,kontext,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,lokalni_dopad,single_choice,Ne,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,negativni_vyzneni,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,nekompetence,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,odborny_zdroj,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,odstavce,single_choice,4,4,4,1,4,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,personalizace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,podpora,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,politicka_zprava,single_choice,Ne,Ano,Ano,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,pozadavky,single_choice,Ne,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,protichudna_hlediska,single_choice,Ano,Ne,,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,pyramida,single_choice,Ano,Ano,,Ne,Ano,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,rady,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,reakce,single_choice,Ano,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,senzacnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,skandal,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,soukromy_ramec,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,soukromy_zivot,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,strategicke,single_choice,Ne,Ne,,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,validace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,vecne,single_choice,Ano,Ano,,Ano,Ano,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,vyvazenost,single_choice,různé úhly pohledu,různé úhly pohledu,,různé úhly pohledu,různé úhly pohledu,True,--WORST-CASE
1.15._Tunel_v_Praze_pod_Letnou_se_může_začít_stavět.txt,vzdelavani,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.16._Premiér_otevřel_v_Kábulu_českou_polní_nemocnici.txt,kriterium,single_choice,nezpravodajský,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.17._ČSSD_kvůli_Kubicemu_dává_trestní_oznámení.txt,kriterium,single_choice,krátký,krátký,vyhovující,vyhovující,krátký,False,--WORST-CASE
1.18._Do_zoo_se_„slétlo“_nejvíc_Slavíků.txt,kriterium,single_choice,krátký,krátký,vyhovující,vyhovující,krátký,False,--WORST-CASE
1.19._Na_všechny_kamery_musí_být_povolení.txt,kriterium,single_choice,nezpravodajský,nezpravodajský,nezpravodajský,vyhovující,nezpravodajský,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,dopad,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,emoce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,hard_news,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,informace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,kontext,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,lokalni_dopad,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,odstavce,single_choice,9,9,9,2,9,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,personalizace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,podpora,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,pozadavky,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,rady,single_choice,Ne,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,reakce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,senzacnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,soukromy_zivot,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,validace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.2._Kamery_viděly_do_soukromí._Soud_to_potrestal.txt,vzdelavani,single_choice,Ne,Ne,Ano,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,dopad,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,dotazy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,emoce,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,hard_news,single_choice,Ne,Ano,Ne,Ano,Ne,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,informace,single_choice,Ano,Ano,Ano,Ne,Ano,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,kontext,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,kriterium,single_choice,vyhovující,vyhovující,vyhovující,vyhovující,vyhovující,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,lokalni_dopad,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,morbidnost,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,obtezujici_okolnosti,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,odstavce,single_choice,8,8,8,3,8,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,personalizace,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,podpora,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,politicka_zprava,single_choice,Ne,Ne,Ne,Ano,Ne,False,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,pozadavky,single_choice,Ano,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,problemy,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,rady,single_choice,Ne,Ne,Ne,Ne,Ne,True,--WORST-CASE
1.20._Heslem_Nic_než_národ_„bojují“_za_životní_prostředí.txt,reakce,single_choice,Ne,Ne,Ano,Ano,Ne,False,--WORST-CASE
