file,rating,Jana revize trénovacích.csv,Robin revize trénovacích.csv,Veronica revize trénovacích.csv,majority,worst_case
2023-10-10T18-48-00_2023WN283308.txt,Dopad na izraelské civilisty,True,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Humanitární pomoc,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Vnitřní politické dění,False,True,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-10-10T18-51-00_2023WN283162.txt,Vojenské operace Izraele,True,True,False,True,False
2023-10-10T18-51-00_2023WN283162.txt,Teroristické operace,True,True,False,True,False
2023-10-10T18-51-00_2023WN283162.txt,Dopad na izraelské civilisty,False,False,True,False,True
2023-10-10T18-51-00_2023WN283162.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-10T18-51-00_2023WN283162.txt,Humanitární pomoc,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-10-10T18-51-00_2023WN283162.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Vnitřní politické dění,False,True,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Teroristické operace,True,True,True,True,False
2023-10-10T21-42-00_2023WN283183.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-10T21-42-00_2023WN283183.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Humanitární pomoc,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-10T21-42-00_2023WN283183.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Teroristické operace,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Humanitární pomoc,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-11T09-07-00_2023WN284024.txt,Ekonomické důsledky,True,True,True,True,False
2023-10-11T09-07-00_2023WN284024.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-12T12-23-00_2023WN285197.txt,Vnitřní politické dění,True,True,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Vojenské operace Izraele,True,False,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Teroristické operace,True,True,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Dopad na palestinské civilisty,True,False,True,True,False
2023-10-12T12-23-00_2023WN285197.txt,Humanitární pomoc,False,False,False,False,True
2023-10-12T12-23-00_2023WN285197.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-12T12-23-00_2023WN285197.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-12T12-23-00_2023WN285197.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Vnitřní politické dění,True,True,True,True,False
2023-10-12T13-54-00_2023WN285106.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Teroristické operace,True,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-10-12T13-54-00_2023WN285106.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Humanitární pomoc,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-12T13-54-00_2023WN285106.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-12T16-14-00_2023WN285137.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-12T16-14-00_2023WN285137.txt,Mezinárodní politické reakce,False,True,True,True,False
2023-10-12T16-14-00_2023WN285137.txt,Vojenské operace Izraele,True,False,True,True,False
2023-10-12T16-14-00_2023WN285137.txt,Teroristické operace,True,True,True,True,False
2023-10-12T16-14-00_2023WN285137.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-12T16-14-00_2023WN285137.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-12T16-14-00_2023WN285137.txt,Humanitární pomoc,False,False,False,False,True
2023-10-12T16-14-00_2023WN285137.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-12T16-14-00_2023WN285137.txt,Ekonomické důsledky,False,False,True,False,True
2023-10-12T16-14-00_2023WN285137.txt,Historie/kontextualizace,True,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Vnitřní politické dění,True,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-13T06-36-00_2023WN286013.txt,Vojenské operace Izraele,False,False,True,False,True
2023-10-13T06-36-00_2023WN286013.txt,Teroristické operace,False,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-10-13T06-36-00_2023WN286013.txt,Humanitární pomoc,True,True,True,True,False
2023-10-13T06-36-00_2023WN286013.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-13T06-36-00_2023WN286013.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-10-15T14-52-00_2023WN288050.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Teroristické operace,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Humanitární pomoc,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-15T14-52-00_2023WN288050.txt,Ekonomické důsledky,True,True,True,True,False
2023-10-15T14-52-00_2023WN288050.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-15T20-07-00_2023WN288080.txt,Vnitřní politické dění,True,True,True,True,False
2023-10-15T20-07-00_2023WN288080.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-15T20-07-00_2023WN288080.txt,Vojenské operace Izraele,False,True,False,False,True
2023-10-15T20-07-00_2023WN288080.txt,Teroristické operace,True,False,False,False,True
2023-10-15T20-07-00_2023WN288080.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-15T20-07-00_2023WN288080.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-10-15T20-07-00_2023WN288080.txt,Humanitární pomoc,True,True,True,True,False
2023-10-15T20-07-00_2023WN288080.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-15T20-07-00_2023WN288080.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-15T20-07-00_2023WN288080.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-16T10-36-00_2023WN289052.txt,Vnitřní politické dění,True,False,False,False,True
2023-10-16T10-36-00_2023WN289052.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-16T10-36-00_2023WN289052.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-16T10-36-00_2023WN289052.txt,Teroristické operace,True,False,True,True,False
2023-10-16T10-36-00_2023WN289052.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-10-16T10-36-00_2023WN289052.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-10-16T10-36-00_2023WN289052.txt,Humanitární pomoc,True,True,True,True,False
2023-10-16T10-36-00_2023WN289052.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-16T10-36-00_2023WN289052.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-16T10-36-00_2023WN289052.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-18T13-55-00_2023WN291081.txt,Vnitřní politické dění,False,True,True,True,False
2023-10-18T13-55-00_2023WN291081.txt,Mezinárodní politické reakce,False,False,True,False,True
2023-10-18T13-55-00_2023WN291081.txt,Vojenské operace Izraele,True,False,False,False,True
2023-10-18T13-55-00_2023WN291081.txt,Teroristické operace,True,True,True,True,False
2023-10-18T13-55-00_2023WN291081.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-18T13-55-00_2023WN291081.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-18T13-55-00_2023WN291081.txt,Humanitární pomoc,False,False,True,False,True
2023-10-18T13-55-00_2023WN291081.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-18T13-55-00_2023WN291081.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-18T13-55-00_2023WN291081.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-18T18-43-00_2023WN291136.txt,Vnitřní politické dění,True,False,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Teroristické operace,True,True,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-10-18T18-43-00_2023WN291136.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Humanitární pomoc,False,False,False,False,True
2023-10-18T18-43-00_2023WN291136.txt,Globální reakce veřejnosti,False,True,True,True,False
2023-10-18T18-43-00_2023WN291136.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-18T18-43-00_2023WN291136.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Vojenské operace Izraele,False,False,True,False,True
2023-10-19T10-57-00_2023WN292057.txt,Teroristické operace,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-19T10-57-00_2023WN292057.txt,Humanitární pomoc,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-10-19T10-57-00_2023WN292057.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-19T10-57-00_2023WN292057.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-19T15-13-00_2023WN292147.txt,Vnitřní politické dění,False,True,False,False,True
2023-10-19T15-13-00_2023WN292147.txt,Mezinárodní politické reakce,False,False,True,False,True
2023-10-19T15-13-00_2023WN292147.txt,Vojenské operace Izraele,False,False,True,False,True
2023-10-19T15-13-00_2023WN292147.txt,Teroristické operace,False,False,True,False,True
2023-10-19T15-13-00_2023WN292147.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-19T15-13-00_2023WN292147.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-19T15-13-00_2023WN292147.txt,Humanitární pomoc,False,False,False,False,True
2023-10-19T15-13-00_2023WN292147.txt,Globální reakce veřejnosti,False,True,True,True,False
2023-10-19T15-13-00_2023WN292147.txt,Ekonomické důsledky,True,True,False,True,False
2023-10-19T15-13-00_2023WN292147.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Mezinárodní politické reakce,True,False,True,True,False
2023-10-22T07-25-00_2023WN295017.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Teroristické operace,True,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Dopad na izraelské civilisty,False,True,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Humanitární pomoc,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Globální reakce veřejnosti,True,True,True,True,False
2023-10-22T07-25-00_2023WN295017.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-22T07-25-00_2023WN295017.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-22T07-25-00_2023WN295038.txt,Teroristické operace,False,False,True,False,True
2023-10-22T07-25-00_2023WN295038.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Humanitární pomoc,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-22T07-25-00_2023WN295038.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-23T09-18-00_2023WN296031.txt,Vnitřní politické dění,True,True,False,True,False
2023-10-23T09-18-00_2023WN296031.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Teroristické operace,True,False,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Dopad na palestinské civilisty,True,True,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Humanitární pomoc,True,True,True,True,False
2023-10-23T09-18-00_2023WN296031.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-23T09-18-00_2023WN296031.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-23T09-18-00_2023WN296031.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Vojenské operace Izraele,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Teroristické operace,True,True,True,True,False
2023-10-23T12-37-00_2023WN296192.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-23T12-37-00_2023WN296192.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-23T12-37-00_2023WN296192.txt,Humanitární pomoc,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-23T12-37-00_2023WN296192.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-24T08-41-00_2023WN297021.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-24T08-41-00_2023WN297021.txt,Mezinárodní politické reakce,True,True,True,True,False
2023-10-24T08-41-00_2023WN297021.txt,Vojenské operace Izraele,True,False,True,True,False
2023-10-24T08-41-00_2023WN297021.txt,Teroristické operace,True,False,True,True,False
2023-10-24T08-41-00_2023WN297021.txt,Dopad na izraelské civilisty,False,False,True,False,True
2023-10-24T08-41-00_2023WN297021.txt,Dopad na palestinské civilisty,True,False,False,False,True
2023-10-24T08-41-00_2023WN297021.txt,Humanitární pomoc,True,True,True,True,False
2023-10-24T08-41-00_2023WN297021.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-24T08-41-00_2023WN297021.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-24T08-41-00_2023WN297021.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Vnitřní politické dění,True,True,False,True,False
2023-10-24T12-12-00_2023WN297062.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Vojenské operace Izraele,True,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Teroristické operace,True,True,True,True,False
2023-10-24T12-12-00_2023WN297062.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-24T12-12-00_2023WN297062.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-24T12-12-00_2023WN297062.txt,Humanitární pomoc,False,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-24T12-12-00_2023WN297062.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Vojenské operace Izraele,False,False,True,False,True
2023-10-26T00-00-00_2023WN299091.txt,Teroristické operace,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Humanitární pomoc,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-26T00-00-00_2023WN299091.txt,Ekonomické důsledky,True,True,True,True,False
2023-10-26T00-00-00_2023WN299091.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Vnitřní politické dění,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-26T00-00-00_2023WN299176.txt,Teroristické operace,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-26T00-00-00_2023WN299176.txt,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Humanitární pomoc,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-26T00-00-00_2023WN299176.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-26T00-00-00_2023WN299198.txt,Vnitřní politické dění,False,False,True,False,True
2023-10-26T00-00-00_2023WN299198.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-26T00-00-00_2023WN299198.txt,Vojenské operace Izraele,True,True,True,True,False
2023-10-26T00-00-00_2023WN299198.txt,Teroristické operace,True,True,True,True,False
2023-10-26T00-00-00_2023WN299198.txt,Dopad na izraelské civilisty,True,False,True,True,False
2023-10-26T00-00-00_2023WN299198.txt,Dopad na palestinské civilisty,True,False,True,True,False
2023-10-26T00-00-00_2023WN299198.txt,Humanitární pomoc,False,False,False,False,True
2023-10-26T00-00-00_2023WN299198.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-26T00-00-00_2023WN299198.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-26T00-00-00_2023WN299198.txt,Historie/kontextualizace,False,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Vnitřní politické dění,True,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Mezinárodní politické reakce,False,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Vojenské operace Izraele,False,False,True,False,True
2023-10-27T00-00-00_2023WN300050.txt,Teroristické operace,True,True,True,True,False
2023-10-27T00-00-00_2023WN300050.txt,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-27T00-00-00_2023WN300050.txt,Dopad na palestinské civilisty,False,False,True,False,True
2023-10-27T00-00-00_2023WN300050.txt,Humanitární pomoc,False,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Globální reakce veřejnosti,False,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Ekonomické důsledky,False,False,False,False,True
2023-10-27T00-00-00_2023WN300050.txt,Historie/kontextualizace,False,False,False,False,True
