file,prompt_key,rating,coding FSS - Jana.csv,coding FSS - Robin.csv,coding FSS - Veronica.csv,majority,worst_case
2023-10-07T00-00-00_2023WN280056.txt,Zpravodajské hodnoty (multiple),Negativita negativity,False,True,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,True,True,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,False,True,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,True,False,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,False,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Vnitřní politické dění,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Mezinárodní politické reakce,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Vojenské operace Izraele,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Teroristické operace,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Dílčí konflikty a střety,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Globální reakce veřejnosti,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Ekonomické důsledky,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Témata článku,Historie/kontextualizace,True,True,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Hlavní téma článku,single_choice,Historie/kontextualizace,Historie/kontextualizace,Historie/kontextualizace,Historie/kontextualizace,--WORST-CASE
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Rámec konfliktu,False,False,True,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Humanitární rámec,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Historicko-kulturní rámec,True,True,False,True,False
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Geopolitický rámec,True,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mediální rámce (multiple),Lokální rámec,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Političtí představitelé Izraele,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Politici z blízkovýchodních zemí,False,True,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Politici ze ostatních světových zemí,True,False,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Vojenští představitelé Izraele,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Nezávislí experti a analytici,True,True,True,True,False
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Média a novináři,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Očití svědci a civilisté z Izraele,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-07T00-00-00_2023WN280056.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Zpravodajské hodnoty (multiple),Negativita negativity,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Vnitřní politické dění,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Mezinárodní politické reakce,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Vojenské operace Izraele,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Teroristické operace,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Dílčí konflikty a střety,False,True,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Dopad na izraelské civilisty,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Globální reakce veřejnosti,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Ekonomické důsledky,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Témata článku,Historie/kontextualizace,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Hlavní téma článku,single_choice,Dopad na izraelské civilisty,Teroristické operace,Teroristické operace,Teroristické operace,--WORST-CASE
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Rámec konfliktu,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Humanitární rámec,True,True,False,True,False
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Historicko-kulturní rámec,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Geopolitický rámec,True,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mediální rámce (multiple),Lokální rámec,False,False,True,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Političtí představitelé Izraele,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Politici z blízkovýchodních zemí,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Politici ze ostatních světových zemí,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Vojenští představitelé Izraele,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Nezávislí experti a analytici,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Média a novináři,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Očití svědci a civilisté z Izraele,True,True,True,True,False
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-09T09-11-00_2023WN282037.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Zpravodajské hodnoty (multiple),Negativita negativity,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,False,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,True,False,True,False
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Vnitřní politické dění,True,True,False,True,False
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Mezinárodní politické reakce,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Vojenské operace Izraele,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Teroristické operace,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Dílčí konflikty a střety,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Dopad na izraelské civilisty,False,True,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Globální reakce veřejnosti,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Ekonomické důsledky,True,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Témata článku,Historie/kontextualizace,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Hlavní téma článku,single_choice,Ekonomické důsledky,Ekonomické důsledky,Ekonomické důsledky,Ekonomické důsledky,--WORST-CASE
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Rámec konfliktu,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Humanitární rámec,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Historicko-kulturní rámec,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Geopolitický rámec,True,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Mediální rámce (multiple),Lokální rámec,False,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Političtí představitelé Izraele,False,True,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Politici z blízkovýchodních zemí,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Politici ze ostatních světových zemí,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Vojenští představitelé Izraele,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Nezávislí experti a analytici,True,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Média a novináři,True,True,True,True,False
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Očití svědci a civilisté z Izraele,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-09T12-53-00_2023WN282086.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Zpravodajské hodnoty (multiple),Negativita negativity,False,True,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,True,True,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,True,False,True,False
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Vnitřní politické dění,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Mezinárodní politické reakce,False,True,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Vojenské operace Izraele,False,False,True,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Teroristické operace,False,False,True,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Dílčí konflikty a střety,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Globální reakce veřejnosti,False,False,True,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Ekonomické důsledky,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Témata článku,Historie/kontextualizace,True,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Hlavní téma článku,single_choice,Historie/kontextualizace,Mezinárodní politické reakce,Mezinárodní politické reakce,Mezinárodní politické reakce,--WORST-CASE
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Rámec konfliktu,True,False,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Humanitární rámec,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Historicko-kulturní rámec,True,True,False,True,False
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Geopolitický rámec,True,True,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Mediální rámce (multiple),Lokální rámec,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Političtí představitelé Izraele,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Politici z blízkovýchodních zemí,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Politici ze ostatních světových zemí,True,True,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Vojenští představitelé Izraele,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Nezávislí experti a analytici,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Média a novináři,False,True,True,True,False
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Očití svědci a civilisté z Izraele,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-09T14-50-00_2023WN282113.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Zpravodajské hodnoty (multiple),Negativita negativity,True,False,True,True,False
2023-10-09T16-46-00_2023WN282130.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,True,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,False,True,True,False
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Vnitřní politické dění,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Mezinárodní politické reakce,True,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Vojenské operace Izraele,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Teroristické operace,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Dílčí konflikty a střety,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Dopad na izraelské civilisty,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Globální reakce veřejnosti,True,True,True,True,False
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Ekonomické důsledky,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Témata článku,Historie/kontextualizace,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Hlavní téma článku,single_choice,Globální reakce veřejnosti,Globální reakce veřejnosti,Globální reakce veřejnosti,Globální reakce veřejnosti,--WORST-CASE
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Rámec konfliktu,True,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Humanitární rámec,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Historicko-kulturní rámec,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Geopolitický rámec,True,True,True,True,False
2023-10-09T16-46-00_2023WN282130.txt,Mediální rámce (multiple),Lokální rámec,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Političtí představitelé Izraele,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Politici z blízkovýchodních zemí,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Politici ze ostatních světových zemí,False,False,True,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Vojenští představitelé Izraele,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Nezávislí experti a analytici,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Média a novináři,True,True,True,True,False
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Očití svědci a civilisté z Izraele,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-09T16-46-00_2023WN282130.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Zpravodajské hodnoty (multiple),Negativita negativity,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,False,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Zpravodajské hodnoty (multiple),Dopad impact,True,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Vnitřní politické dění,True,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Mezinárodní politické reakce,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Vojenské operace Izraele,True,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Teroristické operace,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Dílčí konflikty a střety,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Dopad na izraelské civilisty,True,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Dopad na palestinské civilisty,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Humanitární pomoc,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Globální reakce veřejnosti,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Ekonomické důsledky,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Témata článku,Historie/kontextualizace,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Hlavní téma článku,single_choice,Vojenské operace Izraele,Vojenské operace Izraele,Vojenské operace Izraele,Vojenské operace Izraele,--WORST-CASE
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Rámec konfliktu,True,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Rámec budování míru,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Humanitární rámec,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Historicko-kulturní rámec,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Geopolitický rámec,True,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mediální rámce (multiple),Lokální rámec,False,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Političtí představitelé Izraele,False,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Političtí představitelé Palestiny,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Politici z blízkovýchodních zemí,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Politici ze ostatních světových zemí,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Představitelé mezinárodních a neziskových organizací,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Vojenští představitelé Izraele,True,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Členové teroristických skupin,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Nezávislí experti a analytici,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Média a novináři,True,True,True,True,False
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Očití svědci a civilisté z Izraele,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Očití svědci a civilisté z Palestiny,False,False,False,False,True
2023-10-10T18-48-00_2023WN283308.txt,Mluvčí,Jiní,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Zpravodajské hodnoty (multiple),Negativita negativity,True,True,True,True,False
2023-10-10T18-51-00_2023WN283162.txt,Zpravodajské hodnoty (multiple),Blízkost proximity,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Zpravodajské hodnoty (multiple),Elitní osoby prominence,True,True,False,True,False
2023-10-10T18-51-00_2023WN283162.txt,Zpravodajské hodnoty (multiple),Personalizace personalization,True,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Zpravodajské hodnoty (multiple),Dopad impact,False,False,True,False,True
2023-10-10T18-51-00_2023WN283162.txt,Témata článku,Vnitřní politické dění,False,False,False,False,True
2023-10-10T18-51-00_2023WN283162.txt,Témata článku,Mezinárodní politické reakce,True,False,True,True,False
2023-10-10T18-51-00_2023WN283162.txt,Témata článku,Vojenské operace Izraele,True,False,False,False,True
